Date,Close,High,Low,Open,Volume,ticker
,JINDALSTEL.NS,JINDALSTEL.NS,JINDALSTEL.NS,JINDALSTEL.NS,JINDALSTEL.NS,
2020-09-07,201.69944763183594,209.44004305434336,199.72731910949318,208.45397879317198,7217754,JINDALSTEL.NS
2020-09-08,192.0853271484375,205.10137279751171,189.57086019385397,203.3757602859942,9146956,JINDALSTEL.NS
2020-09-09,191.09927368164062,194.25467658650658,182.91493658272574,188.33829049757745,16704093,JINDALSTEL.NS
2020-09-10,193.16998291015625,197.80449697854104,189.62016059459245,193.76162748582348,8810657,JINDALSTEL.NS
2020-09-11,199.03707885742188,199.87522445897895,192.57835488165696,193.7616289960677,7544839,JINDALSTEL.NS
2020-09-14,206.72836303710938,208.4046842912669,203.62226668244585,208.05955578690595,8616933,JINDALSTEL.NS
2020-09-15,203.32644653320312,208.55259009808177,199.72731801805418,206.72836520642483,6413799,JINDALSTEL.NS
2020-09-16,201.30502319335938,206.8762955815512,199.33289457017233,205.1013768114534,3669131,JINDALSTEL.NS
2020-09-17,199.43150329589844,201.15711580896556,195.83237464424587,197.31147108401768,4272232,JINDALSTEL.NS
2020-09-18,195.5365753173828,200.6641072350436,194.35330103579167,198.7412846466894,6008911,JINDALSTEL.NS
2020-09-21,171.9696044921875,195.78306589276613,166.25044370248946,195.1421150827849,25867997,JINDALSTEL.NS
2020-09-22,167.53231811523438,172.95567175111026,157.3758678886027,170.58912345573236,27153451,JINDALSTEL.NS
2020-09-23,173.35009765625,178.92135463412632,157.77027954222592,170.04677640987612,23576538,JINDALSTEL.NS
2020-09-24,161.91175842285156,171.96961148309362,160.03824223229134,169.84957921239928,14821717,JINDALSTEL.NS
2020-09-25,173.3994140625,177.19575260927604,164.1304005672883,165.56019080038956,19509333,JINDALSTEL.NS
2020-09-28,181.28793334960938,184.64054605797062,173.3994186982675,173.59662855532153,13944924,JINDALSTEL.NS
2020-09-29,189.4722442626953,191.78950132544603,179.5623103442362,181.73164873817385,15149304,JINDALSTEL.NS
2020-09-30,184.24610900878906,191.2471560754623,181.78094841218308,189.07781775967828,11724469,JINDALSTEL.NS
2020-10-01,187.6480255126953,192.18391193175464,184.1968007162574,184.2461069368643,11995777,JINDALSTEL.NS
2020-10-05,193.95884704589844,195.38863728821923,189.0285254888286,190.01458980024256,11064608,JINDALSTEL.NS
2020-10-06,191.24717712402344,199.5794178483643,188.43690276228307,196.17749885986393,11790447,JINDALSTEL.NS
2020-10-07,188.97923278808594,194.15607079348308,184.5912492975028,190.06390962672376,12626537,JINDALSTEL.NS
2020-10-08,191.78952026367188,195.04353569896895,189.37366556263933,190.21181125075563,10023987,JINDALSTEL.NS
2020-10-09,191.14857482910156,199.18499303456176,189.57086589551733,193.0220910223538,16913000,JINDALSTEL.NS
2020-10-12,190.31040954589844,193.95884443988052,187.50012027766854,191.24716761992602,6001195,JINDALSTEL.NS
2020-10-13,189.1271209716797,191.6908789236708,188.14105674872636,190.7541209210943,2920797,JINDALSTEL.NS
2020-10-14,187.50010681152344,189.22571920938023,185.62659079802307,188.28896120263005,3323914,JINDALSTEL.NS
2020-10-15,180.35116577148438,190.01459952725008,178.87206922864723,188.53550298441291,5978662,JINDALSTEL.NS
2020-10-16,191.00064086914062,192.08531755495179,176.50549950556638,181.9288528423296,10870513,JINDALSTEL.NS
2020-10-19,198.88914489746094,200.02312774811648,188.09174498364465,191.49366344332026,12505282,JINDALSTEL.NS
2020-10-20,197.6565704345703,200.46685948777466,194.59978037183245,197.21284454357647,6697295,JINDALSTEL.NS
2020-10-21,206.18603515625,207.07348693895858,198.7412472594535,199.38218298628234,13220570,JINDALSTEL.NS
2020-10-22,205.29859924316406,208.05958249402053,202.14319626196308,205.15069560582194,13031394,JINDALSTEL.NS
2020-10-23,203.37576293945312,211.2149711562535,199.3821994943217,205.7916174778681,16788014,JINDALSTEL.NS
2020-10-26,192.97279357910156,201.79806665298673,183.06284368324583,201.79806665298673,23104866,JINDALSTEL.NS
2020-10-27,190.3596954345703,192.9234533082344,187.10568058901057,191.24714718965683,12159953,JINDALSTEL.NS
2020-10-28,187.94386291503906,197.6072810858153,186.36615400552805,190.7048309374624,12921177,JINDALSTEL.NS
2020-10-29,186.95777893066406,190.21177876405488,183.21073194956583,186.11961833955084,10243697,JINDALSTEL.NS
2020-10-30,188.831298828125,192.6769432818843,181.92884926260606,188.33826671630223,20919229,JINDALSTEL.NS
2020-11-02,188.1410675048828,192.03601839899636,184.64053630404143,188.83130949118257,14266886,JINDALSTEL.NS
2020-11-03,198.83984375,199.97382662957807,189.6694585498889,189.71874972392393,19495118,JINDALSTEL.NS
2020-11-04,204.65765380859375,207.9116690926385,198.19892946601885,199.48081609866043,20281048,JINDALSTEL.NS
2020-11-05,208.70050048828125,210.4754192154985,203.77017904942608,207.12280665553578,13030954,JINDALSTEL.NS
2020-11-06,209.34144592285156,212.98988068460858,206.58046297882174,208.74980134693567,10323094,JINDALSTEL.NS
2020-11-09,207.07351684570312,211.4121940373443,206.0874524797712,209.34146789657618,5612423,JINDALSTEL.NS
